Time,/fdm/jsbsim/forces/fbx-aero-lbs,/fdm/jsbsim/forces/fby-aero-lbs,/fdm/jsbsim/forces/fbz-aero-lbs,/fdm/jsbsim/forces/fwx-aero-lbs,/fdm/jsbsim/forces/fwy-aero-lbs,/fdm/jsbsim/forces/fwz-aero-lbs,/fdm/jsbsim/forces/fbx-gear-lbs,/fdm/jsbsim/forces/fby-gear-lbs,/fdm/jsbsim/forces/fbz-gear-lbs,/fdm/jsbsim/forces/fbx-total-lbs,/fdm/jsbsim/forces/fby-total-lbs,/fdm/jsbsim/forces/fbz-total-lbs,/fdm/jsbsim/forces/load-factor,/fdm/jsbsim/moments/l-aero-lbsft,/fdm/jsbsim/moments/m-aero-lbsft,/fdm/jsbsim/moments/n-aero-lbsft,/fdm/jsbsim/moments/l-gear-lbsft,/fdm/jsbsim/moments/m-gear-lbsft,/fdm/jsbsim/moments/n-gear-lbsft,/fdm/jsbsim/moments/l-total-lbsft,/fdm/jsbsim/moments/m-total-lbsft,/fdm/jsbsim/moments/n-total-lbsft
2.8999884,-194.76950758274333,6.28306584186182793,-2471.01709135206238,245.225297440537588,6.28272660459997834,2466.52086644245037,0,0,0,42.7125417055624155,6.28306584186182793,-2471.01709135206238,-0.994578596237040702,-209.724386599148033,-174.681908259740794,-87.706372723947851,0,0,0,0.00154376804627531783,-0.000789607240278655809,0.000676311228630765982
2.9499882,-194.769422294220391,6.28306303682927414,-2471.01620316045228,245.225200821591585,6.28272389444914481,2466.51997950268424,0,0,0,42.7126611647482832,6.28306303682927414,-2471.01620316045228,-0.994578452880535702,-209.72439971114693,-174.681853611952647,-87.7063892312360878,0,0,0,0.00153794162491749375,-0.000815757690418195125,0.000680740462996709539
2.999988,-194.769335175321885,6.28305955760250168,-2471.01530456062619,245.225102474585924,6.28272059690248685,2466.51908216277889,0,0,0,42.7127828856532119,6.28305955760250168,-2471.01530456062619,-0.994578305329449797,-209.724414497480893,-174.681799245387765,-87.7064009525811912,0,0,0,0.00153046959206903921,-0.000841841967428536009,0.000689803046142856147
3.0499878,-194.769246231116796,6.28305539841571825,-2471.01439556796504,245.225002399955287,6.28271670828780238,2466.51817443849359,0,0,0,42.7129068593012562,6.28305539841571825,-2471.01439556796504,-0.994578153589890324,-209.724430646687665,-174.681745116382103,-87.7064079160675192,0,0,0,0.0015216625674554507,-0.000867846136458183537,0.000703469806239809259
3.0999876,-194.769155470037447,6.28305056020322095,-2471.01347620197839,245.224900601701705,6.28271223070116758,2466.51725634963896,0,0,0,42.7130330733288304,6.28305056020322095,-2471.01347620197839,-0.994577997669327196,-209.724447844382667,-174.681691179389645,-87.7064101981610662,0,0,0,0.00151183410756061676,-0.000893754833128923565,0.000721663398593364036
3.1499874,-194.76906290375328,6.28304505037215666,-2471.0125464860912,245.224797087282724,6.28270717179795746,2466.51632791986231,0,0,0,42.7131615120553931,6.28304505037215666,-2471.0125464860912,-0.994577837577343415,-209.724465776708598,-174.681637387372803,-87.7064079213191405,0,0,0,0.00150129720623226603,-0.000919551389301886957,0.00074426069478761292
3.1999872,-194.768968547124473,6.2830388825158261,-2471.01160644951597,245.224691867643543,6.2827015445336718,2466.51538917851622,0,0,0,42.7132921566527557,6.2830388825158261,-2471.01160644951597,-0.994577673325059752,-209.724484133651913,-174.681583693146536,-87.7064012512334727,0,0,0,0.00149036108183508986,-0.000945218790690205424,0.000771095599873206083
3.249987,-194.768872418009323,6.28303207604256642,-2471.01065612684988,245.224584957026082,6.28269536683210905,2466.51444016025926,0,0,0,42.713424985260815,6.28303207604256642,-2471.01065612684988,-0.994577504926290712,-209.724502612531637,-174.681530049460889,-87.7063903934903806,0,0,0,0.00147932762422442465,-0.000970739527076602826,0.000801962371767217519
3.2999868,-194.768774537017748,6.28302465577425551,-2471.00969555779238,245.224476372743823,6.2826886612282804,2466.51348090477495,0,0,0,42.7135599731716411,6.28302465577425551,-2471.00969555779238,-0.994577332396771041,-209.724520920839609,-174.68147641001633,-87.7063755900364299,0,0,0,0.00146848849510661239,-0.000996096383119038364,0.000836619136038052602
3.3499866,-194.768674927520863,6.28301665150029365,-2471.00872479020109,245.224366135273584,6.28268145447516613,2466.51251145982542,0,0,0,42.7136970930824589,6.28301665150029365,-2471.00872479020109,-0.994577155754989617,-209.724538779331397,-174.681422729951123,-87.7063571154361483,0,0,0,0.0014581222678202721,-0.00102127247743055705,0.000874791721926726495
